image_id,mean_dice,seed_sd,foreground_fraction,lesion_size_group,method
cju14hjh2ob2o0835ouz3r5aa,0.9335235158602396,0.011559596381718266,0.1254744161148102,medium,siglip2_frozen
cju32upim1z7u0988l883nqp6,0.963605264822642,0.011535189229075895,0.1343039226458631,medium,siglip2_full
ck2da7fwcjfis07218r1rvm95,0.926847775777181,0.011526960237331577,0.03738908179012346,small,siglip2_frozen
cjyzkpsbjdsjq07211dfi4sru,0.935085117816925,0.01147405660981763,0.024580439814814815,small,siglip2_full
cju87r56lnkyp0755hz30leew,0.9607823292414347,0.01109522814292884,0.30805472501585573,large,siglip2_frozen
cju8cgi2kspp308011nxdtjp6,0.9361507693926493,0.011034404057064967,0.029429694882189775,small,siglip2_partial
cju33231uy4gi0993qc7b1jch,0.9045972426732382,0.010996968347871646,0.05771065955907828,small,siglip2_partial
cju7druhp2gp308715i6km7be,0.9517978429794312,0.010973062160158812,0.32219218481199313,large,siglip2_full
cju33jon3ygbj0993pu22a4k6,0.9300061464309692,0.0109625754576954,0.04125611088072612,small,siglip2_partial
cju33belnbyhm0878yxl42233,0.9300586581230164,0.010960239759124739,0.06691198279697463,small,siglip2_frozen
cju330ofbc2l30801th5g3hw6,0.9697178999582926,0.010921024980473407,0.03978155849611426,small,siglip2_full
ck2bxlujamu330725szlc2jdu,0.9111531178156534,0.0109078430435442,0.03799430941358025,small,resunet_paper
cju0sr5ghl0nd08789uzf1raf,0.9440888563791913,0.010827596228023213,0.13352965807806536,medium,siglip2_frozen
cju87z6o6nh73085045bzsx6o,0.9753262996673584,0.010770635087380478,0.11721773948917066,medium,siglip2_partial
cju13cgqmnhwn0988yrainhcp,0.896694560845693,0.010710558986535279,0.12427880958232396,medium,resunet_paper
cju16jgnyzp970878melv7r25,0.9484376112620035,0.010642211989936524,0.1164461247637051,medium,siglip2_partial
cju884985nlmx0817vzpax3y4,0.9259313344955444,0.010614632406805876,0.01840253262577721,small,siglip2_full
cju8dpa89u6l80818dj6lldh9,0.6418644984563192,0.010595104357689168,0.11939909032154311,medium,siglip2_frozen
cju15mhjczc8z0801kit5c6di,0.902273933092753,0.010469913960493543,0.1346858269935193,medium,siglip2_frozen
cju7dqcwi2dz00850gcmr2ert,0.9402626951535543,0.010415055171246955,0.054525358082432036,small,siglip2_full
cju85nr8elly209872w9n5m0s,0.9480438828468323,0.010327952083457357,0.060998662916685875,small,siglip2_full
cju85nr8elly209872w9n5m0s,0.9520808855692545,0.010307644518386968,0.060998662916685875,small,siglip2_partial
cju8doa16u5gh0818w1ywda3q,0.9380467931429545,0.010193580982616636,0.7187133401005354,large,siglip2_frozen
cju0vtox5ain6099360pu62rp,0.7927996714909872,0.010095588419548378,0.04454678123542912,small,resunet_paper
cju33eqwbcch208012jikwdky,0.9149522384007772,0.010080985236487528,0.13928719533207562,medium,siglip2_partial
cju7ea4om2l910801bohqjccy,0.9533596237500509,0.010052880636830935,0.056317218457793534,small,siglip2_frozen
ck2bxlujamu330725szlc2jdu,0.9229837457338969,0.010000547083449177,0.03799430941358025,small,siglip2_frozen
